"","team1","team2","homeWinPct","awayWinPct","homeDrawPct"
"194","Liverpool","Spurs",0.6,0.4,0.4
"195","Liverpool","Burnley",0.75,0.75,0.25
"196","Liverpool","Blackpool",0,0,0
"197","Liverpool","Swansea",0.714285714285714,0.285714285714286,0.142857142857143
"198","Liverpool","Cardiff",1,1,0
"199","Liverpool","Bournemouth",0.666666666666667,0.666666666666667,0.333333333333333
"200","Liverpool","Brighton",1,1,0
"201","Liverpool","Huddersfield",1,1,0
"202","Man City","Arsenal",0.35,0.1,0.15
"203","Man City","Aston Villa",0.833333333333333,0.388888888888889,0.0555555555555556
"204","Man City","Chelsea",0.35,0.15,0.1
"205","Man City","Liverpool",0.35,0.05,0.45
"206","Man City","Man City",NA,NA,NA
"207","Man City","Newcastle",0.722222222222222,0.5,0.222222222222222
"208","Man City","Oldham",0,0,1
"209","Man City","Sheffield United",0,1,1
"210","Man City","Southampton",0.538461538461538,0.461538461538462,0.230769230769231
"211","Man City","West Ham",0.764705882352941,0.352941176470588,0.117647058823529
"212","Man City","Norwich",0.571428571428571,0.428571428571429,0.285714285714286
"213","Man City","Tottenham",0.4,0.25,0.15
"214","Man City","Everton",0.5,0.2,0.2
"215","Man City","Ipswich",0.666666666666667,0.333333333333333,0
"216","Man City","Leeds",0.166666666666667,0.333333333333333,0.666666666666667
"217","Man City","Wimbledon",0.666666666666667,0,0
"218","Man City","Blackburn",0.230769230769231,0.384615384615385,0.538461538461538
"219","Man City","Coventry",0,0,0.75
"220","Man City","Man United",0.35,0.3,0.1
"221","Man City","QPR",0.833333333333333,0.333333333333333,0
"222","Man City","Sheffield Weds",0.666666666666667,0,0
"223","Man City","Swindon",1,1,0
"224","Man City","Crystal Palace",0.857142857142857,0.571428571428571,0.142857142857143
"225","Man City","Leicester",0.428571428571429,0.571428571428571,0
"226","Man City","Nottingham Forest",0,0,1
"227","Man City","Bolton",0.727272727272727,0.363636363636364,0
"228","Man City","Middlesbrough",0.333333333333333,0.111111111111111,0.333333333333333
"229","Man City","Derby",0.5,0,0.5
"230","Man City","Sunderland",0.846153846153846,0.538461538461538,0.153846153846154
"231","Man City","Barnsley",NA,NA,NA
"232","Man City","Charlton",0.333333333333333,0.333333333333333,0.333333333333333
"233","Man City","Watford",0.75,0.75,0.25
"234","Man City","Brentford",1,0,0
"235","Man City","Fulham",0.416666666666667,0.5,0.333333333333333
"236","Man City","Birmingham",0.714285714285714,0.285714285714286,0.285714285714286
"237","Man City","Middlesboro",0,0,1
"238","Man City","West Brom",0.75,0.666666666666667,0.166666666666667
"239","Man City","Portsmouth",0.714285714285714,0.285714285714286,0.285714285714286
"240","Man City","Wolves",0.75,0.5,0.25
"241","Man City","Wigan",0.625,0.375,0.125
"242","Man City","Reading",0.666666666666667,0.333333333333333,0
"243","Man City","Hull",0.6,0.6,0.4
"244","Man City","Spurs",0.8,0.3,0.1
"245","Man City","Burnley",0.5,0.5,0.5
"246","Man City","Blackpool",1,1,0
"247","Man City","Swansea",1,0.571428571428571,0
"248","Man City","Cardiff",1,0,0
"249","Man City","Bournemouth",1,1,0
"250","Man City","Brighton",1,1,0
"251","Man City","Huddersfield",0,1,1
"252","Newcastle","Arsenal",0.260869565217391,0.173913043478261,0.347826086956522
"253","Newcastle","Aston Villa",0.636363636363636,0.363636363636364,0.272727272727273
"254","Newcastle","Chelsea",0.478260869565217,0.0434782608695652,0.260869565217391
"255","Newcastle","Liverpool",0.434782608695652,0.0434782608695652,0.260869565217391
"256","Newcastle","Man City",0.333333333333333,0.0555555555555556,0.166666666666667
"257","Newcastle","Newcastle",NA,NA,NA
"258","Newcastle","Oldham",1,1,0
"259","Newcastle","Sheffield United",0.5,0.5,0
"260","Newcastle","Southampton",0.647058823529412,0.0588235294117647,0.176470588235294
"261","Newcastle","West Ham",0.55,0.4,0.3
"262","Newcastle","Norwich",0.857142857142857,0.142857142857143,0.142857142857143
"263","Newcastle","Tottenham",0.521739130434783,0.391304347826087,0.217391304347826
"264","Newcastle","Everton",0.521739130434783,0.217391304347826,0.173913043478261
"265","Newcastle","Ipswich",0.5,0.5,0.5
"266","Newcastle","Leeds",0.454545454545455,0.545454545454545,0.272727272727273
"267","Newcastle","Wimbledon",0.714285714285714,0,0.142857142857143
"268","Newcastle","Blackburn",0.375,0.1875,0.25
"269","Newcastle","Coventry",0.875,0.375,0.125
"270","Newcastle","Man United",0.217391304347826,0.0434782608695652,0.260869565217391
"271","Newcastle","QPR",0.833333333333333,0.5,0
"272","Newcastle","Sheffield Weds",0.714285714285714,0.428571428571429,0.142857142857143
"273","Newcastle","Swindon",1,0,0
"274","Newcastle","Crystal Palace",0.571428571428571,0.571428571428571,0.285714285714286
"275","Newcastle","Leicester",0.636363636363636,0.272727272727273,0.0909090909090909
"276","Newcastle","Nottingham Forest",1,0.25,0
"277","Newcastle","Bolton",0.666666666666667,0.333333333333333,0.25
"278","Newcastle","Middlesbrough",0.5,0.5,0.416666666666667
"279","Newcastle","Derby",0.714285714285714,0.428571428571429,0.285714285714286
"280","Newcastle","Sunderland",0.285714285714286,0.357142857142857,0.357142857142857
"281","Newcastle","Barnsley",1,0,0
"282","Newcastle","Charlton",0.375,0.125,0.5
"283","Newcastle","Watford",0.5,0,0
"284","Newcastle","Brentford",1,0,0
"285","Newcastle","Fulham",0.5,0.25,0.25
"286","Newcastle","Birmingham",0.833333333333333,0.333333333333333,0
"287","Newcastle","Middlesboro",1,0,0
"288","Newcastle","West Brom",0.636363636363636,0.363636363636364,0.181818181818182
"289","Newcastle","Portsmouth",0.5,0.166666666666667,0.333333333333333
"290","Newcastle","Wolves",0.333333333333333,0.333333333333333,0.666666666666667
"291","Newcastle","Wigan",0.714285714285714,0.142857142857143,0.285714285714286
"292","Newcastle","Reading",0.666666666666667,0,0
"293","Newcastle","Hull",0,0.666666666666667,0.333333333333333
"294","Newcastle","Spurs",0.5,0.25,0.375
"295","Newcastle","Burnley",0,0,1
"296","Newcastle","Blackpool",0,0,0
